x1 x2 x3 x4 x5 label
14,39012 22,66843 30,14991 36,79217 42,54252 0
14,35937 22,41479 29,68174 36,22623 41,95274 0
14,31955 22,15281 29,20859 35,65671 41,36157 0
14,31955 22,15281 29,20859 35,65671 41,36157 0
14,27158 21,88335 28,73096 35,08397 40,76914 0,002662801
14,22322 21,61644 28,25664 34,51579 40,18103 0,002662801
14,16501 21,339 27,77513 33,94138 39,58927 0,01234569
14,12449 21,08712 27,31452 33,38914 39,01457 0,01234569
14,12449 21,08712 27,31452 33,38914 39,01457 0,01234569
14,09467 20,82526 26,86647 32,85049 38,43173 0,01234569
14,03746 20,4929 26,39198 32,28579 37,8214 0,01234569
13,97981 20,16067 25,9183 31,72256 37,21313 0,01234569
13,97981 20,16067 25,9183 31,72256 37,21313 0,03171146
13,96089 19,86493 25,4831 31,19896 36,644 0,04139434
13,95 19,57576 25,05497 30,68301 36,08287 0,05107722
13,9397 19,28586 24,62617 30,16678 35,522 0,070443
13,9397 19,28586 24,62617 30,16678 35,522 0,08980878
14,80256 19,20196 24,40931 29,8655 35,17126 0,157589
14,79103 19,1407 24,21358 29,58531 34,84161 0,1672719
14,84906 19,17165 24,10899 29,39641 34,59506 0,1769547
14,74508 18,98217 23,77756 28,97801 34,12532 0,1769547
14,74508 18,98217 23,77756 28,97801 34,12532 0,1769547
14,95586 19,05382 23,86776 28,97663 33,96894 0,1769547
14,85113 18,78015 23,49948 28,5267 33,48896 0,1963205
14,85113 18,78015 23,49948 28,5267 33,48896 0,2060034
15,0429 18,88432 23,50014 28,4612 33,37792 0,2060034
15,0429 18,88432 23,50014 28,4612 33,37792 0,2060034
15,03794 18,85795 23,3639 28,25737 33,13439 0,1963205
14,97833 18,75739 23,14906 27,97369 32,81407 0,2060034
14,89833 18,6274 22,90134 27,65588 32,46062 0,1963205
14,89833 18,6274 22,90134 27,65588 32,46062 0,1963205
15,1139 18,72587 23,03502 27,71651 32,47087 0,1963205
15,1515 18,64056 22,93848 27,56342 32,27491 0,1963205
15,056 18,51468 22,7182 27,33784 31,99454 0,2060034
15,056 18,51468 22,7182 27,33784 31,99454 0,1963205
14,96825 18,39611 22,5023 27,06399 31,69134 0,2060034
14,73037 18,08106 22,08596 26,59052 31,19873 0,2060034
14,73037 18,08106 22,08596 26,59052 31,19873 0,1963205
14,78507 18,14041 22,0421 26,48399 31,05328 0,1963205
14,55398 17,81109 21,6229 26,00475 30,5537 0,2060034
14,55398 17,81109 21,6229 26,00475 30,5537 0,2060034
14,69761 17,82293 21,67763 25,99188 30,49669 0,2060034
14,452 17,51275 21,31567 25,56568 30,04596 0,2156863
14,32019 17,34883 21,14011 25,32119 29,76732 0,2253692
14,32019 17,34883 21,14011 25,32119 29,76732 0,2253692
14,33437 17,36785 21,09714 25,30469 29,70507 0,2253692
14,33437 17,36785 21,09714 25,30469 29,70507 0,2253692
14,27408 17,2892 20,92474 25,15866 29,51832 0,2253692
14,15326 17,13016 20,66871 24,84941 29,22745 0,2253692
14,15326 17,13016 20,66871 24,84941 29,22745 0,2253692
14,09643 16,97325 20,48624 24,60886 29,00833 0,2253692
13,94351 16,7518 20,24596 24,30979 28,69411 0,2253692
13,87006 16,66896 20,18054 24,17944 28,54912 0,2253692
13,71187 16,47644 19,97266 23,9074 28,26068 0,2253692
13,71187 16,47644 19,97266 23,9074 28,26068 0,2253692
13,59418 16,33182 19,78641 23,6901 28,02653 0,2253692
13,42778 16,12249 19,48784 23,38645 27,70409 0,235052
13,42778 16,12249 19,48784 23,38645 27,70409 0,2931494
13,35606 16,02916 19,30022 23,22192 27,52123 0,3125151
13,35606 16,02916 19,30022 23,22192 27,52123 0,322198
13,43157 16,0697 19,3631 23,31827 27,65888 0,3802953
13,41455 16,06212 19,39716 23,28848 27,68729 0,3899783
13,4794 16,15442 19,55707 23,37677 27,81324 0,3899783
13,40849 16,07303 19,40543 23,24546 27,6996 0,3899783
13,25784 15,88749 19,13293 22,97929 27,43755 0,3899783
13,23399 15,81726 19,03255 22,92867 27,41038 0,3899783
13,23399 15,81726 19,03255 22,92867 27,41038 0,4287098
13,23399 15,81726 19,03255 22,92867 27,41038 0,4287098
13,59356 16,28401 19,66942 23,59304 28,40943 0,4287098
13,36065 16,00787 19,36576 23,24786 28,09703 0,4577585
13,51547 16,21356 19,54275 23,52026 28,63716 0,4868071
13,72462 16,41929 19,74454 23,84473 29,35579 0,4868071
13,76034 16,48741 19,88249 24,00834 29,97366 0,4868071
14,0188 16,83089 20,33555 24,55178 31,29618 0,4868071
13,93738 16,74577 20,19256 24,49285 31,56961 0,4868071
13,93738 16,74577 20,19256 24,49285 31,56961 0,4868071
14,46101 17,3223 20,93225 25,65345 34,16842 0,4868071
14,23584 17,06973 20,68831 25,45816 34,24645 0,4868071
14,23584 17,06973 20,68831 25,45816 34,24645 0,4868071
14,67137 17,63617 21,37474 26,81626 37,50324 0,4868071
14,56317 17,52028 21,23018 26,88119 38,21407 0,4868071
14,56317 17,52028 21,23018 26,88119 38,21407 0,4868071
14,93103 17,92028 21,8254 28,29211 42,01866 0,4868071
14,77354 17,77514 21,7333 28,48244 43,216 0,4868071
15,1126 18,28453 22,54509 30,42204 49,04969 0,4771242
15,1126 18,28453 22,54509 30,42204 49,04969 0,4674413
15,43098 18,6608 23,33448 32,44681 50 0,4383927
15,28854 18,45701 23,25084 32,75293 50 0,4190269
15,17396 18,36467 23,36182 33,4932 50 0,3802953
15,37115 18,69842 24,24486 36,02563 50 0,3802953
15,48198 18,91425 24,94546 38,3337 50 0,3802953
15,61953 19,16494 25,74154 41,0906 50 0,3802953
15,39019 19,06268 25,8773 42,27414 50 0,3802953
15,39019 19,06268 25,8773 42,27414 50 0,3609295
15,8422 19,91761 27,95981 49,41276 50 0,3609295
15,8422 19,91761 27,95981 49,41276 50 0,3415638
15,83856 20,12681 28,79918 50 50 0,3415638
15,83856 20,12681 28,79918 50 50 0,3415638
16,11253 20,83444 30,79481 50 50 0,3415638
15,92929 20,73069 31,02486 50 50 0,3415638
16,05 21,18063 32,58809 50 50 0,3415638
16,23189 21,75842 34,58427 50 50 0,3415638
16,28057 22,09509 36,07531 50 44,09944 0,3415638
16,55538 22,88758 38,98218 50 36,01059 0,3415638
16,93344 23,92369 42,96572 50 30,39068 0,3415638
16,93344 23,92369 42,96572 50 30,39068 0,3415638
17,51204 25,44137 49,22655 50 25,84801 0,3415638
17,575 25,88127 50 50 24,91744 0,3415638
17,575 25,88127 50 50 24,91744 0,3415638
18,36944 28,03434 50 50 21,8215 0,3415638
18,36944 28,03434 50 50 21,8215 0,3415638
19,47241 31,14665 50 50 19,17808 0,3125151
20,07762 33,18048 50 50 18,15958 0,2737836
20,75001 35,54694 50 43,01124 17,28708 0,2156863
20,75001 35,54694 50 43,01124 17,28708 0,1963205
21,52697 38,9202 50 36,57954 16,57616 0,1672719
21,52697 38,9202 50 36,57954 16,57616 0,1188574
21,77454 40,23951 50 34,96535 16,41931 0,0801259
21,83443 40,92914 50 34,29899 16,43756 0,002662801
21,5685 40,44886 50 34,89595 16,73388 0
21,31592 39,97518 50 35,4776 17,0128 0
21,08558 39,54321 50 36,00804 17,26716 0
20,8753 39,14886 50 36,49229 17,49938 0
20,68311 38,78842 50 36,93488 17,71162 0
20,68311 38,78842 50 36,93488 17,71162 0
20,50722 38,45857 50 37,33992 17,90585 0
20,34605 38,15631 50 37,71108 18,08384 0
20,19814 37,87893 50 38,05169 18,24717 0
20,19814 37,87893 50 38,05169 18,24717 0
20,0622 37,62399 50 38,36474 18,39729 0
19,93704 37,38928 50 38,65295 18,5355 0
19,82162 37,17283 50 38,91874 18,66295 0
19,71498 36,97283 50 39,16433 18,78072 0
19,52466 36,61591 50 39,60261 18,99089 0
19,52466 36,61591 50 39,60261 18,99089 0
19,4395 36,45621 50 39,79871 19,08493 0
19,36015 36,3074 50 39,98145 19,17256 0
19,28604 36,1684 50 40,15212 19,25441 0
19,21664 36,03827 50 40,31193 19,33104 0,002662801
19,16336 35,95744 50 40,40495 19,38959 0,002662801
19,11307 35,88081 50 40,49286 19,44474 0,002662801
19,06263 35,79804 50 40,58987 19,50005 0,002662801
19,06263 35,79804 50 40,58987 19,50005 0,002662801
19,02453 35,75322 50 40,63508 19,54135 0,002662801
18,97852 35,67604 50 40,72556 19,59168 0,002662801
18,97852 35,67604 50 40,72556 19,59168 0
18,93828 35,61478 50 40,79461 19,63546 0
18,93828 35,61478 50 40,79461 19,63546 0
18,89156 35,52692 50 40,90116 19,68674 0
18,89156 35,52692 50 40,90116 19,68674 0
18,84702 35,44315 50 41,00274 19,73564 0
18,80444 35,36308 50 41,09985 19,78238 0
18,76363 35,28633 50 41,19291 19,82717 0
18,76363 35,28633 50 41,19291 19,82717 0
18,72441 35,21259 50 41,28234 19,87022 0
18,68664 35,14155 50 41,36848 19,91168 0
18,65017 35,07296 50 41,45166 19,95172 0
18,65017 35,07296 50 41,45166 19,95172 0
18,61486 35,00657 50 41,53218 19,99047 0
18,58062 34,94217 50 41,61028 20,02806 0
18,54732 34,87955 50 41,68621 20,06461 0
18,51488 34,81855 50 41,76019 20,10022 0
18,51488 34,81855 50 41,76019 20,10022 0
18,48322 34,759 50 41,8324 20,13498 0
18,45225 34,70076 50 41,90302 20,16897 0
18,42191 34,64371 50 41,97221 20,20227 0
18,42191 34,64371 50 41,97221 20,20227 0
18,39214 34,58773 50 42,0401 20,23495 0
18,36288 34,5327 50 42,10683 20,26706 0
18,33409 34,47855 50 41,81127 20,29867 0
18,30571 34,42518 50 41,40886 20,32983 0
18,2777 34,37251 50 41,54542 20,36057 0
18,25003 34,32048 50 41,38351 20,39094 0
18,22267 34,26902 50 41,22115 20,42097 0
18,19558 34,21808 50 41,0584 20,45071 0
18,16874 34,16761 50 40,89529 20,48017 0
18,16874 34,16761 50 40,89529 20,48017 0
18,14213 34,11755 50 40,73183 20,50938 0
18,11571 34,06788 50 40,56808 20,53838 0
18,08948 34,01855 50 40,40406 20,56717 0
18,08948 34,01855 50 40,40406 20,56717 0
18,06341 33,96952 50 40,22353 20,59579 0
18,03749 33,92078 50 39,95312 20,62424 0
18,0117 33,87228 50 39,68258 20,65255 0
18,0117 33,87228 50 39,68258 20,65255 0
17,96047 33,77594 50 39,14113 20,70878 0
17,93501 33,72806 50 38,87025 20,73673 0
17,93501 33,72806 50 38,87025 20,73673 0
17,90964 33,61056 50 38,59927 20,76458 0
17,88435 33,63278 50 38,32822 20,79235 0
17,88435 33,63278 50 38,32822 20,79235 0
17,85912 33,58535 50 38,05708 20,82003 0
17,83396 33,53803 49,83213 37,78588 20,84765 0
17,80886 33,49083 49,31358 37,51461 20,8752 0
17,78382 33,44373 48,79502 37,24328 20,90269 0
17,75882 50 48,27642 36,9719 20,93013 0
17,75882 50 48,27642 36,9719 20,93013 0
17,73386 50 47,7578 36,70048 20,95753 0
17,70894 50 47,23917 36,39872 20,98488 0
17,70894 50 47,23917 36,39872 20,98488 0
17,68406 50 46,72052 36,05559 21,0122 0
17,65921 50 46,20185 35,71244 21,03948 0
17,65921 50 46,20185 35,71244 21,03948 0
17,63438 50 45,68317 35,36926 21,06673 0
17,60958 50 45,16448 35,02607 21,09395 0
17,58481 50 44,64577 34,68285 21,12114 0
17,56005 50 44,12706 34,33961 21,14832 0
17,56005 50 44,12706 34,33961 21,14832 0
17,53531 50 43,60834 33,99637 21,17547 0
17,51059 50 43,0896 33,65311 21,2026 0
17,48589 49,46843 42,57087 33,30984 21,22972 0
17,48589 49,46843 42,57087 33,30984 21,22972 0
17,4612 48,88828 42,05211 32,96656 21,25682 0
17,4612 48,88828 42,05211 32,96656 21,25682 0
17,43652 48,30775 41,53336 32,62327 21,28391 0
17,41185 47,72724 41,0146 32,27997 21,31099 0
17,38719 47,14672 40,49583 31,93666 21,33806 0
17,38719 47,14672 40,49583 31,93666 21,33806 0
17,36255 46,5662 39,97707 31,59336 21,36511 0
17,33791 45,98568 39,45829 31,25003 21,39216 0
17,33791 45,98568 39,45829 31,25003 21,39216 0
17,31327 45,40516 38,93952 30,90671 21,4192 0
17,28865 44,82462 38,42074 30,56338 21,18615 0
17,28865 44,82462 38,42074 30,56338 21,18615 0
17,26403 44,24409 37,90196 30,21051 21,1866 0
17,2148 43,08302 36,86438 29,43898 20,98486 0
17,1902 42,5025 36,34559 29,05321 20,88399 0
17,1902 42,5025 36,34559 29,05321 20,88399 0
17,16559 41,92196 35,8268 28,66743 20,78311 0
17,141 41,34142 35,308 28,28165 20,68221 0
17,1164 40,76089 34,78921 27,89588 20,5813 0
17,1164 40,76089 34,78921 27,89588 20,5813 0
17,005 40,18034 34,27041 27,5101 20,48039 0
17,06722 39,59981 33,75161 27,12432 20,31208 0
17,06722 39,59981 33,75161 27,12432 20,31208 0
17,04263 39,01927 33,23281 26,73853 20,12408 0
17,01805 38,43873 32,71402 26,35275 19,93607 0
17,01805 38,43873 32,71402 26,35275 19,93607 0
16,99346 37,85819 32,19521 25,96696 19,74806 0
18,75624 37,27765 31,67641 25,58117 19,56005 0
41,53217 36,6971 31,15761 25,19538 19,37205 0
41,53217 36,6971 31,15761 25,19538 19,37205 0
40,93122 36,11656 30,63881 24,8096 19,18403 0
40,33027 35,53602 30,12 24,42381 18,996 0
39,72933 34,95548 29,6012 24,03802 18,80798 0
39,12838 34,37493 29,08239 23,65223 18,61995 0
38,52744 33,79439 28,56358 23,26643 18,38226 0
38,52744 33,79439 28,56358 23,26643 18,38226 0
37,92649 33,21384 28,04478 22,88064 18,11969 0
37,92649 33,21384 28,04478 22,88064 18,11969 0
37,32553 32,6333 27,52597 22,49484 17,85712 0
37,32553 32,6333 27,52597 22,49484 17,85712 0
36,12364 31,4535 26,48835 21,72259 17,332 0
35,52269 30,85229 25,96955 21,30788 17,06943 0
34,92174 30,25108 25,45074 20,89316 16,80686 0
34,303 29,64987 24,93193 20,47845 16,54429 0
34,303 29,64987 24,93193 20,47845 16,54429 0
33,66548 29,04866 24,41312 20,06373 16,28172 0
33,02796 28,44745 23,89431 19,64902 16,01916 0
32,39044 27,84624 23,3755 19,2343 15,75659 0
31,75291 27,24503 22,85669 18,81959 15,49402 0
31,75291 27,24503 22,85669 18,81959 15,49402 0
31,11539 26,64382 22,33788 18,40487 15,20142 0
30,47787 26,04261 21,81907 17,99016 14,88675 -0,02202857
29,88682 25,48987 21,34943 17,61375 14,60243 -0,04139434
29,29854 24,93991 20,88267 17,23974 14,32018 -0,08980878
29,29854 24,93991 20,88267 17,23974 14,32018 -0,1188574
28,42388 24,15352 20,22326 16,74152 13,95555 -0,1382232
28,42388 24,15352 20,22326 16,74152 13,95555 -0,157589
28,42388 24,15352 20,22326 16,74152 13,95555 -0,1672719
28,17669 23,95762 20,02383 16,65101 13,9009 -0,1866376
27,7729 23,59878 19,69639 16,43283 13,74582 -0,2156863
27,39751 23,26957 19,39253 16,20194 13,61269 -0,2447349
27,39751 23,26957 19,39253 16,20194 13,61269 -0,2544178
27,39498 23,22233 19,39277 16,17956 13,60733 -0,2641007
26,97617 22,81715 19,05488 15,89055 13,37679 -0,2931494
26,76764 22,61569 18,92613 15,76793 13,2817 -0,3512467
26,85706 22,7592 19,09348 15,92622 13,41422 -0,3609295
26,85706 22,7592 19,09348 15,92622 13,41422 -0,3609295
26,96193 22,91133 19,16395 16,06914 13,54271 -0,3802953
27,1144 23,05361 19,27481 16,12634 13,60264 -0,3899783
27,1144 23,05361 19,27481 16,12634 13,60264 -0,3996611
27,35009 23,20932 19,49497 16,27186 13,71179 -0,3996611
27,08732 22,9599 19,30169 16,09276 13,56332 -0,3996611
27,08732 22,9599 19,30169 16,09276 13,56332 -0,3996611
27,46257 23,34663 19,60251 16,43707 13,83703 -0,3996611
27,14173 23,04203 19,30678 16,20649 13,6666 -0,3996611
27,14173 23,04203 19,30678 16,20649 13,6666 -0,3996611
27,74304 23,54159 19,78744 16,55601 13,96242 -0,3996611
27,74304 23,54159 19,78744 16,55601 13,96242 -0,3996611
27,82831 23,53156 19,84006 16,56479 13,95825 -0,3996611
27,82831 23,53156 19,84006 16,56479 13,95825 -0,3996611
28,04438 23,57362 19,80807 16,64829 14,00991 -0,3996611
28,04438 23,57362 19,80807 16,64829 14,00991 -0,3996611
28,66548 23,72952 19,90934 16,69493 14,08796 -0,3996611
29,21314 23,64657 19,85866 16,61707 14,00891 -0,3996611
30,47924 23,64553 19,89206 16,60799 13,98805 -0,3996611
31,25591 23,38159 19,65732 16,39726 13,80781 -0,3802953
50 23,4504 19,62405 16,4529 13,84494 -0,3706124
46,64164 24,85033 19,63003 16,38562 13,79098 -0,3706124
45,53462 25,65782 19,52591 16,23738 13,64879 -0,3706124
44,23373 50 19,47723 16,1328 13,54558 -0,3706124
43,0663 49,64426 19,40018 16,00875 13,43015 -0,3706124
41,7497 48,45185 19,37335 16,00095 13,41249 -0,3706124
41,7497 48,45185 19,37335 16,00095 13,41249 -0,3706124
39,90467 46,81214 19,64875 16,1862 13,56456 -0,3706124
39,16489 46,00228 19,35542 15,89072 13,30913 -0,3706124
39,16489 46,00228 19,35542 15,89072 13,30913 -0,3706124
39,16489 46,00228 19,35542 15,89072 13,30913 -0,3706124
36,87011 43,94782 20,40186 16,24566 13,53947 -0,3802953
35,72738 42,82528 20,90829 16,16158 13,43654 -0,3899783
35,72738 42,82528 20,90829 16,16158 13,43654 -0,3899783
32,95502 40,08244 45,9577 16,20929 13,49283 -0,3899783
31,59083 38,75296 44,69677 16,34527 13,48983 -0,3899783
30,5245 37,5655 43,49314 16,31155 13,40537 -0,3899783
30,5245 37,5655 43,49314 16,31155 13,40537 -0,3899783
29,32029 36,26604 42,27824 16,4401 13,37958 -0,3899783
28,09443 35,0256 41,00499 16,84552 13,38751 -0,3899783
27,03362 33,84562 39,80291 17,4783 13,38948 -0,3899783
27,03362 33,84562 39,80291 17,4783 13,38948 -0,3899783
25,98849 32,56832 38,61943 19,22012 13,31036 -0,3899783
24,98194 31,41876 37,40239 42,60023 13,39285 -0,3899783
23,58784 29,95933 35,88958 41,2097 13,56068 -0,3899783
23,05582 29,1946 35,0701 40,30444 13,42345 -0,3802953
22,02524 27,91869 33,74801 39,01756 13,86545 -0,3512467
21,08953 26,75096 32,43009 37,72741 14,56893 -0,1963205
20,53767 25,99348 31,52921 36,75211 15,1167 -0,1285403
20,53767 25,99348 31,52921 36,75211 15,1167 -0,05107722
20,25107 25,5199 30,91812 36,05555 15,71969 0
20,17333 25,26792 30,53269 35,5761 15,62302 0
20,07767 25,00018 30,13419 35,08675 16,28436 0
19,96585 24,71821 29,72389 34,58846 39,02925 0
19,83945 24,42342 29,30294 34,08209 38,48248 0
19,6999 24,11704 28,87239 33,56845 37,93127 0
19,54848 23,80022 28,43317 33,04822 37,37606 0
19,54848 23,80022 28,43317 33,04822 37,37606 0
19,38636 23,47398 27,98613 32,52206 36,81725 0
19,18991 23,13924 27,53204 31,99055 36,25517 0
18,94671 22,79683 27,07157 31,45421 35,69015 0
18,94671 22,79683 27,07157 31,45421 35,69015 0
18,69676 22,44751 26,60537 30,91352 35,12248 0
18,44073 22,09195 26,134 30,3689 34,55242 0
18,17922 21,73076 25,65795 29,82074 33,98021 0
18,17922 21,73076 25,65795 29,82074 33,98021 0
17,91275 21,3645 25,17769 29,26937 33,40604 0
17,91275 21,3645 25,17769 29,26937 33,40604 0
17,64182 20,99366 24,69363 28,71513 32,83013 0
17,64182 20,99366 24,69363 28,71513 32,83013 0
17,36687 20,61411 24,20615 28,15829 32,25263 0
17,08829 20,20813 23,71558 27,5991 31,67371 0
17,08829 20,20813 23,71558 27,5991 31,67371 0
16,80643 19,7993 23,22223 27,03781 31,09351 0
16,52162 19,38791 22,72637 26,47461 30,41892 0
16,52162 19,38791 22,72637 26,47461 30,41892 0
16,23415 18,9742 22,22825 25,90971 29,81401 0
16,23415 18,9742 22,22825 25,90971 29,81401 0
15,92359 18,55841 21,72808 25,34325 29,28175 0
15,5893 18,14074 21,22608 24,77539 28,64807 0
15,5893 18,14074 21,22608 24,77539 28,64807 0
15,25331 17,72137 20,72242 24,20628 28,01319 0
15,25331 17,72137 20,72242 24,20628 28,01319 0
14,91579 17,30048 20,21726 23,63604 27,37725 0
14,57688 16,87821 19,71076 23,06478 26,74035 0,0801259
14,30506 16,53755 19,30478 22,58818 26,22699 0,2060034
14,30506 16,53755 19,30478 22,58818 26,22699 0,2156863
14,31572 16,53899 19,31906 22,50605 26,22847 0,2156863
14,05596 16,21138 18,92813 22,04321 25,7339 0,2156863
14,05596 16,21138 18,92813 22,04321 25,7339 0,2156863
14,01581 16,14863 18,78855 21,88405 25,50999 0,2156863
13,74047 15,8196 18,37441 21,42762 25,02358 0,2156863
13,74047 15,8196 18,37441 21,42762 25,02358 0,2156863
13,62155 15,67967 18,23031 21,30083 24,92628 0,2156863
13,31984 15,31885 17,8168 20,84389 24,44052 0,2156863
13,31984 15,31885 17,8168 20,84389 24,44052 0,2156863
13,16788 15,13614 17,61851 20,64985 24,18293 0,2156863
13,16788 15,13614 17,61851 20,64985 24,18293 0,2253692
13,04183 14,98265 17,45445 20,4974 23,9616 0,2544178
12,82278 14,71565 17,15069 20,16435 23,58996 0,2834665
12,64656 14,49777 16,90496 19,86172 23,27895 0,2931494
12,64656 14,49777 16,90496 19,86172 23,27895 0,322198
12,48797 14,36358 16,75232 19,657 23,07375 0,3318809
12,3627 14,24018 16,61522 19,57513 23,00188 0,3318809
12,16096 14,00583 16,36362 19,34369 22,7677 0,3318809
12,16096 14,00583 16,36362 19,34369 22,7677 0,3318809
12,01852 13,83961 16,19254 19,21684 22,6242 0,3318809
11,86698 13,65982 16,00299 19,06538 22,41353 0,3318809
11,78462 13,55954 15,90782 18,96363 22,31011 0,4480756
11,77071 13,65095 16,04419 19,09851 22,47298 0,4771242
11,49066 13,33496 15,71053 18,7356 22,13024 0,5158557
11,43171 13,27448 15,70615 18,73461 22,26463 0,5836359
11,43171 13,27448 15,70615 18,73461 22,26463 0,6030017
11,67194 13,56882 16,16275 19,23671 22,84757 0,6707819
11,74043 13,66545 16,36437 19,39999 23,06941 0,6901477
11,51066 13,48504 16,07084 19,16345 22,88433 0,7191963
11,51066 13,48504 16,07084 19,16345 22,88433 0,7579279
11,83476 13,96622 16,6888 19,93019 23,78678 0,7676108
11,68474 13,82279 16,51982 19,82162 23,6717 0,7772936
11,94031 14,1996 16,91643 20,32513 24,27846 0,7772936
11,93424 14,17134 16,96752 20,38529 24,45245 0,7772936
11,93424 14,17134 16,96752 20,38529 24,45245 0,7772936
12,18662 14,55424 17,37866 20,99089 25,04403 0,7772936
12,31074 14,66078 17,60446 21,31712 25,40887 0,7772936
12,31074 14,66078 17,60446 21,31712 25,40887 0,7772936
12,50761 14,84235 17,92991 21,60888 25,83672 0,7772936
12,61022 15,0531 18,18301 21,93468 26,16544 0,7772936
12,61022 15,0531 18,18301 21,93468 26,16544 0,7772936
13,10098 15,62602 18,92501 22,86152 27,1871 0,7579279
12,94401 15,47945 18,80135 22,72539 27,08126 0,6901477
13,33647 16,04987 19,50212 23,47371 27,82604 0,6707819
13,33647 16,04987 19,50212 23,47371 27,82604 0,6320504
13,87307 16,72988 20,25174 24,36788 28,78396 0,5933188
13,7186 16,57436 20,12036 24,22586 28,65631 0,5449044
13,7186 16,57436 20,12036 24,22586 28,65631 0,5255386
14,29401 17,3303 21,02393 25,22326 29,63645 0,5255386
14,18267 17,2197 20,86931 25,11768 29,54106 0,5255386
14,18267 17,2197 20,86931 25,11768 29,54106 0,5061729
14,81247 17,89197 21,66792 25,89327 30,33577 0,49649
14,81247 17,89197 21,66792 25,89327 30,33577 0,4868071
15,0595 18,24267 22,11625 26,38469 30,81214 0,4868071
15,05832 18,3063 22,08366 26,38844 30,83552 0,4868071
15,05832 18,3063 22,08366 26,38844 30,83552 0,4868071
15,73425 18,98645 22,95885 27,22751 31,62943 0,4868071
15,66741 18,94081 22,89455 27,20963 31,60464 0,4868071
15,66741 18,94081 22,89455 27,20963 31,60464 0,4868071
16,15327 19,5952 23,49416 27,81642 32,18202 0,4771242
16,43839 19,83307 23,82803 28,11549 32,44942 0,4577585
16,66013 20,05233 24,08109 28,4251 32,72424 0,4287098
16,67667 20,11208 24,08949 28,40675 32,72854 0,4190269
16,75457 20,24589 24,16456 28,44732 32,773 0,3899783
16,75457 20,24589 24,16456 28,44732 32,773 0,3706124
17,16903 20,61433 24,65273 28,8811 33,20311 0,3706124
17,08776 20,45749 24,47814 28,71192 33,03732 0,3706124
17,08776 20,45749 24,47814 28,71192 33,03732 0,3706124
17,30852 20,77398 24,73158 28,97889 33,35271 0,3706124
17,32566 20,8287 24,72174 28,92869 33,34463 0,3706124
17,22308 20,68377 24,55208 28,72318 33,16561 0,322198
17,22308 20,68377 24,55208 28,72318 33,16561 0,3028322
17,47269 20,84019 24,81034 28,91966 33,6721 0,2641007
17,22945 20,51921 24,44755 28,53782 33,31265 0,09949167
17,22945 20,51921 24,44755 28,53782 33,31265 0,05107722
16,97867 20,23385 24,10279 28,19072 33,00948 0,01234569
16,57052 19,74647 23,55754 27,59308 32,29489 0,01234569
16,16808 19,26251 23,01179 26,99196 31,57329 0,01234569
16,16808 19,26251 23,01179 26,99196 31,57329 0,01234569
15,77566 18,78773 22,46844 26,39497 30,85729 0,01234569
15,38883 18,31691 21,91314 25,79646 30,21255 0,01234569
15,01106 17,85463 21,3658 25,20253 29,5872 0,01234569
15,01106 17,85463 21,3658 25,20253 29,5872 0,01234569
14,63959 17,39771 20,82267 24,60987 28,96121 0,01234569
14,27255 16,94402 20,28128 24,01638 28,33246 0,01234569
13,91684 16,50236 19,75292 23,4331 27,71334 0,01234569
13,55536 16,05163 19,2112 22,83494 26,96916 0,0801259
13,55536 16,05163 19,2112 22,83494 26,96916 0,09949167
13,32205 15,75792 18,86537 22,42268 26,64526 0,2834665
13,24579 15,65644 18,70347 22,23852 26,46931 0,3609295
13,24579 15,65644 18,70347 22,23852 26,46931 0,409344
13,28889 15,68709 18,65987 22,24573 26,50832 0,4674413
13,23353 15,62814 18,6219 22,26032 26,67607 0,5061729
13,28812 15,70226 18,74873 22,38438 27,34312 0,5255386
13,31108 15,73501 18,82296 22,41394 28,36272 0,5642702
13,31108 15,73501 18,82296 22,41394 28,36272 0,5933188
13,72302 16,21474 19,27935 23,07922 50 0,6417332
13,81125 16,3415 19,48126 23,38483 50 0,6804648
13,70981 16,2322 19,38817 23,2979 50 0,6901477
14,01881 16,6266 19,84584 24,14988 48,92225 0,6901477
14,01881 16,6266 19,84584 24,14988 48,92225 0,6901477
14,56341 17,25141 20,63239 27,98416 46,07219 0,6901477
14,38742 17,05935 20,46349 50 45,09534 0,6901477
14,38742 17,05935 20,46349 50 45,09534 0,6901477
15,00005 17,83685 21,43802 49,33685 41,92055 0,6901477
14,91517 17,73838 21,33788 48,30638 40,88561 0,6901477
15,28117 18,18324 22,52479 46,15191 38,33307 0,6901477
15,28117 18,18324 22,52479 46,15191 38,33307 0,6901477
15,87657 19,0249 50 43,4411 35,01657 0,6901477
15,87657 19,0249 50 43,4411 35,01657 0,6901477
16,38107 19,62002 47,99124 41,16411 32,29659 0,6901477
16,70898 20,26421 46,0583 38,94936 29,89617 0,6901477
16,62822 20,45034 45,08547 37,9671 28,90177 0,6901477
16,62822 20,45034 45,08547 37,9671 28,90177 0,6901477
17,46389 49,07549 42,4643 34,84623 25,23058 0,6804648
17,39776 47,48685 41,19416 33,5286 24,00216 0,6514161
17,39776 47,48685 41,19416 33,5286 24,00216 0,5836359
18,70094 44,71933 38,07458 29,90135 19,766 0,49649
19,61992 43,14914 36,37432 28,10257 18,03186 0,4868071
19,61992 43,14914 36,37432 28,10257 18,03186 0,4674413
21,71119 41,53509 34,55764 26,2247 16,12472 0,4383927
