x1 x2 x3 x4 label
14.35876 17.5771 20.42016 22.73104 24.46025 NO_STEERING
14.35876 17.5771 20.42016 22.73104 24.46025 NO_STEERING
14.48478 17.69999 20.47429 22.78034 24.463 NO_STEERING
14.48478 17.69999 20.47429 22.78034 24.463 NO_STEERING
14.48478 17.69999 20.47429 22.78034 24.463 NO_STEERING
14.48478 17.69999 20.47429 22.78034 24.463 NO_STEERING
14.49731 17.68162 20.45335 22.76523 24.43399 NO_STEERING
14.49731 17.68162 20.45335 22.76523 24.43399 NO_STEERING
14.49731 17.68162 20.45335 22.76523 24.43399 NO_STEERING
14.49731 17.68162 20.45335 22.76523 24.43399 NO_STEERING
14.49731 17.68162 20.45335 22.76523 24.43399 NO_STEERING
14.49731 17.68162 20.45335 22.76523 24.43399 NO_STEERING
14.61859 17.72163 20.50864 22.78487 24.44562 NO_STEERING
14.61859 17.72163 20.50864 22.78487 24.44562 NO_STEERING
14.61859 17.72163 20.50864 22.78487 24.44562 NO_STEERING
14.61859 17.72163 20.50864 22.78487 24.44562 NO_STEERING
14.66948 17.71645 20.51814 22.77018 24.43801 NO_STEERING
14.66948 17.71645 20.51814 22.77018 24.43801 NO_STEERING
14.66948 17.71645 20.51814 22.77018 24.43801 NO_STEERING
14.66948 17.71645 20.51814 22.77018 24.43801 NO_STEERING
14.699 17.71857 20.535 22.762 24.4362 NO_STEERING
14.699 17.71857 20.535 22.762 24.4362 NO_STEERING
14.699 17.71857 20.535 22.762 24.4362 NO_STEERING
14.699 17.71857 20.535 22.762 24.4362 NO_STEERING
14.699 17.71857 20.535 22.762 24.4362 NO_STEERING
14.80513 17.79974 20.63265 22.8081 24.46315 NO_STEERING
14.80513 17.79974 20.63265 22.8081 24.46315 NO_STEERING
14.80513 17.79974 20.63265 22.8081 24.46315 NO_STEERING
14.80513 17.79974 20.63265 22.8081 24.46315 NO_STEERING
14.87613 17.85158 20.66208 22.83748 24.46303 NO_STEERING
14.87613 17.85158 20.66208 22.83748 24.46303 NO_STEERING
14.87613 17.85158 20.66208 22.83748 24.46303 NO_STEERING
14.87613 17.85158 20.66208 22.83748 24.46303 NO_STEERING
14.87613 17.85158 20.66208 22.83748 24.46303 NO_STEERING
14.98496 17.93653 20.71777 22.89048 24.47755 NO_STEERING
14.98496 17.93653 20.71777 22.89048 24.47755 NO_STEERING
14.98496 17.93653 20.71777 22.89048 24.47755 NO_STEERING
14.98496 17.93653 20.71777 22.89048 24.47755 NO_STEERING
14.98496 17.93653 20.71777 22.89048 24.47755 NO_STEERING
15.08568 17.87528 20.76996 22.94138 24.49414 NO_STEERING
15.08568 17.87528 20.76996 22.94138 24.49414 NO_STEERING
15.08568 17.87528 20.76996 22.94138 24.49414 NO_STEERING
15.08568 17.87528 20.76996 22.94138 24.49414 NO_STEERING
15.08568 17.87528 20.76996 22.94138 24.49414 NO_STEERING
15.24478 17.99615 20.86161 23.00007 24.53168 NO_STEERING
15.24478 17.99615 20.86161 23.00007 24.53168 NO_STEERING
15.24478 17.99615 20.86161 23.00007 24.53168 NO_STEERING
15.24478 17.99615 20.86161 23.00007 24.53168 NO_STEERING
15.24478 17.99615 20.86161 23.00007 24.53168 NO_STEERING
15.37213 18.22988 20.93669 23.03534 24.56414 NO_STEERING
15.37213 18.22988 20.93669 23.03534 24.56414 NO_STEERING
15.37213 18.22988 20.93669 23.03534 24.56414 NO_STEERING
15.37213 18.22988 20.93669 23.03534 24.56414 NO_STEERING
15.41812 18.29004 20.98344 23.05467 24.58538 NO_STEERING
15.41812 18.29004 20.98344 23.05467 24.58538 NO_STEERING
15.41812 18.29004 20.98344 23.05467 24.58538 NO_STEERING
15.41812 18.29004 20.98344 23.05467 24.58538 NO_STEERING
15.41812 18.29004 20.98344 23.05467 24.58538 NO_STEERING
15.49561 18.38353 21.05786 23.09249 24.6098 NO_STEERING
15.49561 18.38353 21.05786 23.09249 24.6098 NO_STEERING
15.49561 18.38353 21.05786 23.09249 24.6098 NO_STEERING
15.49561 18.38353 21.05786 23.09249 24.6098 NO_STEERING
15.49561 18.38353 21.05786 23.09249 24.6098 NO_STEERING
15.59732 18.50292 21.11653 23.14612 24.62556 NO_STEERING
15.59732 18.50292 21.11653 23.14612 24.62556 NO_STEERING
15.59732 18.50292 21.11653 23.14612 24.62556 NO_STEERING
15.59732 18.50292 21.11653 23.14612 24.62556 NO_STEERING
15.64996 18.57102 21.14145 23.17374 24.63075 NO_STEERING
15.64996 18.57102 21.14145 23.17374 24.63075 NO_STEERING
15.64996 18.57102 21.14145 23.17374 24.63075 NO_STEERING
15.64996 18.57102 21.14145 23.17374 24.63075 NO_STEERING
15.64996 18.57102 21.14145 23.17374 24.63075 NO_STEERING
15.72568 18.66374 21.18234 23.21572 24.64462 NO_STEERING
15.72568 18.66374 21.18234 23.21572 24.64462 NO_STEERING
15.72568 18.66374 21.18234 23.21572 24.64462 NO_STEERING
15.72568 18.66374 21.18234 23.21572 24.64462 NO_STEERING
15.80884 18.74617 21.22946 23.26389 24.66385 NO_STEERING
15.80884 18.74617 21.22946 23.26389 24.66385 NO_STEERING
15.80884 18.74617 21.22946 23.26389 24.66385 NO_STEERING
15.80884 18.74617 21.22946 23.26389 24.66385 NO_STEERING
15.80884 18.74617 21.22946 23.26389 24.66385 NO_STEERING
15.90117 18.79936 21.28303 23.28949 24.68747 NO_STEERING
15.90117 18.79936 21.28303 23.28949 24.68747 NO_STEERING
15.90117 18.79936 21.28303 23.28949 24.68747 NO_STEERING
15.90117 18.79936 21.28303 23.28949 24.68747 NO_STEERING
15.98944 18.84995 21.33481 23.31429 24.71227 NO_STEERING
15.98944 18.84995 21.33481 23.31429 24.71227 NO_STEERING
15.98944 18.84995 21.33481 23.31429 24.71227 NO_STEERING
15.98944 18.84995 21.33481 23.31429 24.71227 NO_STEERING
16.05576 18.91975 21.40461 23.35182 24.74785 NO_STEERING
16.05576 18.91975 21.40461 23.35182 24.74785 NO_STEERING
16.05576 18.91975 21.40461 23.35182 24.74785 NO_STEERING
16.05576 18.91975 21.40461 23.35182 24.74785 NO_STEERING
16.05576 18.91975 21.40461 23.35182 24.74785 NO_STEERING
16.12079 18.99874 21.48157 23.39405 24.7782 NO_STEERING
16.12079 18.99874 21.48157 23.39405 24.7782 NO_STEERING
16.12079 18.99874 21.48157 23.39405 24.7782 NO_STEERING
16.16574 19.05838 21.52186 23.42906 24.78807 NO_STEERING
16.16574 19.05838 21.52186 23.42906 24.78807 NO_STEERING
16.16574 19.05838 21.52186 23.42906 24.78807 NO_STEERING
16.16574 19.05838 21.52186 23.42906 24.78807 NO_STEERING
16.21142 19.11929 21.55641 23.46542 24.79947 NO_STEERING
16.21142 19.11929 21.55641 23.46542 24.79947 NO_STEERING
16.21142 19.11929 21.55641 23.46542 24.79947 NO_STEERING
16.21142 19.11929 21.55641 23.46542 24.79947 NO_STEERING
16.29683 19.22242 21.62046 23.52774 24.82414 NO_STEERING
16.29683 19.22242 21.62046 23.52774 24.82414 NO_STEERING
16.29683 19.22242 21.62046 23.52774 24.82414 NO_STEERING
16.29683 19.22242 21.62046 23.52774 24.82414 NO_STEERING
16.3393 19.28128 21.65472 23.56532 24.8393 NO_STEERING
16.3393 19.28128 21.65472 23.56532 24.8393 NO_STEERING
16.3393 19.28128 21.65472 23.56532 24.8393 NO_STEERING
16.3393 19.28128 21.65472 23.56532 24.8393 NO_STEERING
16.37318 19.31913 21.68379 23.59226 24.85411 NO_STEERING
16.37318 19.31913 21.68379 23.59226 24.85411 NO_STEERING
16.37318 19.31913 21.68379 23.59226 24.85411 NO_STEERING
16.37318 19.31913 21.68379 23.59226 24.85411 NO_STEERING
16.37318 19.31913 21.68379 23.59226 24.85411 NO_STEERING
16.45064 19.37898 21.74536 23.62509 24.88424 NO_STEERING
16.45064 19.37898 21.74536 23.62509 24.88424 NO_STEERING
16.45064 19.37898 21.74536 23.62509 24.88424 NO_STEERING
16.45064 19.37898 21.74536 23.62509 24.88424 NO_STEERING
16.45064 19.37898 21.74536 23.62509 24.88424 NO_STEERING
16.48986 19.40851 21.78006 23.64294 24.90462 NO_STEERING
16.48986 19.40851 21.78006 23.64294 24.90462 NO_STEERING
16.48986 19.40851 21.78006 23.64294 24.90462 NO_STEERING
16.48986 19.40851 21.78006 23.64294 24.90462 NO_STEERING
16.48986 19.40851 21.78006 23.64294 24.90462 NO_STEERING
16.48986 19.40851 21.78006 23.64294 24.90462 NO_STEERING
16.42113 19.47002 21.84401 23.67923 24.93894 NO_STEERING
16.42113 19.47002 21.84401 23.67923 24.93894 NO_STEERING
16.42113 19.47002 21.84401 23.67923 24.93894 NO_STEERING
16.42113 19.47002 21.84401 23.67923 24.93894 NO_STEERING
16.42113 19.47002 21.84401 23.67923 24.93894 NO_STEERING
16.48757 19.52667 21.90419 23.71479 24.97295 NO_STEERING
16.48757 19.52667 21.90419 23.71479 24.97295 NO_STEERING
16.48757 19.52667 21.90419 23.71479 24.97295 NO_STEERING
16.48757 19.52667 21.90419 23.71479 24.97295 NO_STEERING
16.51562 19.55171 21.93139 23.73381 24.97812 NO_STEERING
16.51562 19.55171 21.93139 23.73381 24.97812 NO_STEERING
16.51562 19.55171 21.93139 23.73381 24.97812 NO_STEERING
16.51562 19.55171 21.93139 23.73381 24.97812 NO_STEERING
16.51562 19.55171 21.93139 23.73381 24.97812 NO_STEERING
16.75693 19.63414 21.98353 23.78575 24.99608 NO_STEERING
16.75693 19.63414 21.98353 23.78575 24.99608 NO_STEERING
16.75693 19.63414 21.98353 23.78575 24.99608 NO_STEERING
16.75693 19.63414 21.98353 23.78575 24.99608 NO_STEERING
16.77691 19.65429 21.9948 23.80446 25.00455 NO_STEERING
16.77691 19.65429 21.9948 23.80446 25.00455 NO_STEERING
16.77691 19.65429 21.9948 23.80446 25.00455 NO_STEERING
16.77691 19.65429 21.9948 23.80446 25.00455 NO_STEERING
16.77691 19.65429 21.9948 23.80446 25.00455 NO_STEERING
16.88306 19.74748 22.05581 23.86499 25.02952 NO_STEERING
16.88306 19.74748 22.05581 23.86499 25.02952 NO_STEERING
16.88306 19.74748 22.05581 23.86499 25.02952 NO_STEERING
16.88306 19.74748 22.05581 23.86499 25.02952 NO_STEERING
16.95068 19.80828 22.09564 23.90811 25.04954 NO_STEERING
16.95068 19.80828 22.09564 23.90811 25.04954 NO_STEERING
16.95068 19.80828 22.09564 23.90811 25.04954 NO_STEERING
16.95068 19.80828 22.09564 23.90811 25.04954 NO_STEERING
16.95068 19.80828 22.09564 23.90811 25.04954 NO_STEERING
17.02947 19.86764 22.14269 23.94324 25.07349 NO_STEERING
17.02947 19.86764 22.14269 23.94324 25.07349 NO_STEERING
17.02947 19.86764 22.14269 23.94324 25.07349 NO_STEERING
17.02947 19.86764 22.14269 23.94324 25.07349 NO_STEERING
17.09232 19.90123 22.18174 23.96584 25.09667 NO_STEERING
17.09232 19.90123 22.18174 23.96584 25.09667 NO_STEERING
17.09232 19.90123 22.18174 23.96584 25.09667 NO_STEERING
17.09232 19.90123 22.18174 23.96584 25.09667 NO_STEERING
17.13716 19.92327 22.21063 23.9832 25.11684 NO_STEERING
17.13716 19.92327 22.21063 23.9832 25.11684 NO_STEERING
17.13716 19.92327 22.21063 23.9832 25.11684 NO_STEERING
17.13716 19.92327 22.21063 23.9832 25.11684 NO_STEERING
17.13716 19.92327 22.21063 23.9832 25.11684 NO_STEERING
17.24804 19.98833 22.2784 24.02349 25.15278 NO_STEERING
17.24804 19.98833 22.2784 24.02349 25.15278 NO_STEERING
17.24804 19.98833 22.2784 24.02349 25.15278 NO_STEERING
17.24804 19.98833 22.2784 24.02349 25.15278 NO_STEERING
17.32604 20.03271 22.32809 24.05474 25.1838 NO_STEERING
17.32604 20.03271 22.32809 24.05474 25.1838 NO_STEERING
17.32604 20.03271 22.32809 24.05474 25.1838 NO_STEERING
17.32604 20.03271 22.32809 24.05474 25.1838 NO_STEERING
17.37861 20.07652 22.37697 24.08472 25.20295 NO_STEERING
17.37861 20.07652 22.37697 24.08472 25.20295 NO_STEERING
17.37861 20.07652 22.37697 24.08472 25.20295 NO_STEERING
17.37861 20.07652 22.37697 24.08472 25.20295 NO_STEERING
>>>>>>> e548b36d018214c15a01ef63ca8f7956de685332
100 100 100 100 100 NO_STEERING
100 100 100 100 100 NO_STEERING
100 100 100 100 100 NO_STEERING
100 100 100 100 100 NO_STEERING
<<<<<<< HEAD
100 100 100 100 100 STEER_RIGHT
100 100 100 100 100 STEER_RIGHT
100 100 100 100 100 STEER_RIGHT
100 100 100 100 100 STEER_RIGHT
100 100 100 100 100 STEER_RIGHT
100 100 100 100 100 STEER_RIGHT
100 100 100 100 100 STEER_RIGHT
100 100 100 100 0,3789031 STEER_RIGHT
100 100 100 100 0,3789031 STEER_RIGHT
0,3793631 0,5614977 1,146995 3,241565 10,35084 STEER_RIGHT
0,5954041 0,9314413 1,758159 5,150634 12,42035 STEER_RIGHT
0,8810466 1,332867 2,496853 7,057009 14,67031 STEER_RIGHT
0,8810466 1,332867 2,496853 7,057009 14,67031 STEER_RIGHT
1,68957 2,781037 5,841609 12,06445 19,94461 STEER_RIGHT
2,340595 4,195466 8,224689 14,91671 22,55527 STEER_RIGHT
2,974765 5,137772 10,07911 16,93152 24,27907 STEER_RIGHT
4,117627 7,273122 12,92943 100 100 STEER_RIGHT
5,756885 9,919831 100 100 100 STEER_RIGHT
5,756885 9,919831 100 100 100 STEER_RIGHT
7,840355 100 100 25,58891 29,71929 STEER_RIGHT
8,65236 10,24589 10,56283 10,70487 10,70487 STEER_RIGHT
7,4318 7,618482 7,741984 7,741984 7,741984 NO_STEERING
8,995619 9,448809 9,664948 9,664948 9,664948 NO_STEERING
8,826581 9,323454 9,549846 9,549847 9,549847 NO_STEERING
8,608825 9,09981 9,332828 9,332828 9,332828 NO_STEERING
11,37653 16,75347 22,74564 29,10022 100 NO_STEERING
11,12967 16,32154 22,20732 28,50764 100 NO_STEERING
10,89965 15,89674 21,67075 27,91198 100 NO_STEERING
10,68479 15,47837 21,13577 27,31354 100 NO_STEERING
10,68479 15,47837 21,13577 27,31354 100 NO_STEERING
10,48363 15,06582 20,60224 26,71261 32,77695 NO_STEERING
10,29472 14,65863 20,07025 26,10972 32,14697 NO_STEERING
10,09142 14,2562 19,53945 25,50481 31,5125 NO_STEERING
9,856631 13,85807 19,00977 24,89812 30,87403 NO_STEERING
9,628111 13,46386 18,47133 24,28333 30,23196 NO_STEERING
9,628111 13,46386 18,47133 24,28333 30,23196 NO_STEERING
9,405258 13,07317 17,92663 23,62893 29,58666 NO_STEERING
9,187507 12,68566 17,38445 22,97419 28,93846 NO_STEERING
8,965686 12,29021 16,82844 22,3015 28,26093 NO_STEERING
8,756767 11,90851 16,29115 21,64692 27,54963 NO_STEERING
8,551613 11,5291 15,75562 20,99199 26,83644 NO_STEERING
8,349837 11,15178 15,22173 20,3368 26,1216 NO_STEERING
8,151106 10,77635 14,68932 19,68139 25,40532 NO_STEERING
7,95513 10,40264 14,15826 19,02579 24,68773 NO_STEERING
7,95513 10,40264 14,15826 19,02579 24,68773 NO_STEERING
7,761632 10,03047 13,62841 18,37002 23,96896 NO_STEERING
7,402294 9,659725 13,09979 17,71437 23,24949 STEER_RIGHT
8,397467 11,01106 14,8765 19,84091 25,45394 STEER_RIGHT
9,295436 12,30252 16,4133 21,58638 27,19975 STEER_RIGHT
9,792023 12,96987 17,29482 22,47208 28,11345 STEER_RIGHT
11,1681 14,78596 19,34649 24,68323 30,27501 STEER_RIGHT
12,42782 16,37328 21,18983 26,59254 32,07085 STEER_RIGHT
13,67994 17,73469 22,74428 28,13935 33,46614 STEER_RIGHT
14,24072 18,55375 23,55125 28,9482 100 STEER_RIGHT
15,03496 19,37903 24,47516 29,80791 100 NO_STEERING
15,03496 19,37903 24,47516 29,80791 100 NO_STEERING
14,54607 18,77573 23,8114 29,13175 100 NO_STEERING
14,08582 18,19371 23,16201 28,46329 100 NO_STEERING
13,65136 17,63086 22,52554 27,80172 100 NO_STEERING
13,24021 17,08545 21,89459 27,12794 100 NO_STEERING
13,24021 17,08545 21,89459 27,12794 100 NO_STEERING
12,83134 16,535 21,21469 26,39177 31,6989 NO_STEERING
12,10523 15,517 19,94972 25,00423 30,29427 NO_STEERING
11,72942 15,02547 19,33364 24,32026 29,59569 STEER_RIGHT
12,41363 15,9496 20,3615 25,41616 30,65598 STEER_RIGHT
13,81493 17,56443 22,20392 27,28105 32,56691 STEER_RIGHT
13,81493 17,56443 22,20392 27,28105 32,56691 STEER_RIGHT
16,23511 20,42894 25,22458 30,31166 63,19292 NO_STEERING
15,75435 19,83605 24,56907 29,63033 63,32628 NO_STEERING
15,29453 19,26337 23,92713 28,95696 63,42839 NO_STEERING
14,85353 18,70886 23,29736 28,29072 63,66558 NO_STEERING
14,42949 18,17073 22,67856 27,63089 36,41188 NO_STEERING
14,02072 17,64731 22,06961 26,97681 34,61995 NO_STEERING
13,62571 17,13717 21,46953 26,32789 33,21379 STEER_RIGHT
14,9303 18,6089 23,11729 28,02399 57,40513 STEER_RIGHT
14,9303 18,6089 23,11729 28,02399 57,40513 STEER_RIGHT
16,56713 20,56119 25,16061 31,20843 52,70001 STEER_RIGHT
17,22523 21,23796 25,83869 58,9391 50,00736 STEER_RIGHT
18,65871 22,78491 27,61293 54,61505 44,99327 STEER_RIGHT
19,45693 23,74179 29,20645 51,83568 41,09466 NO_STEERING
19,45693 23,74179 29,20645 51,83568 41,09466 NO_STEERING
18,96151 23,1483 28,439 51,62953 41,31982 NO_STEERING
18,48645 22,57379 27,69613 51,40164 41,50829 NO_STEERING
18,0297 22,01637 26,97533 51,15419 41,61559 NO_STEERING
17,58946 21,47431 26,27444 50,88905 41,60686 NO_STEERING
17,58946 21,47431 26,27444 50,88905 41,60686 NO_STEERING
16,7521 20,43037 24,92464 50,31249 41,5256 NO_STEERING
16,35216 19,92587 24,31128 50,00385 41,45718 STEER_RIGHT
17,53163 21,21061 30,28178 46,45096 36,8605 STEER_RIGHT
18,17875 21,99412 51,10221 43,66607 33,24979 STEER_RIGHT
19,29248 23,68922 48,08113 39,79928 27,74135 STEER_RIGHT
19,29248 23,68922 48,08113 39,79928 27,74135 STEER_RIGHT
21,05848 50,72844 43,53262 33,7406 9,682538 NO_STEERING
20,09996 49,83496 42,87753 33,79733 12,10448 NO_STEERING
20,09996 49,83496 42,87753 33,79733 12,10448 NO_STEERING
19,64511 49,3696 42,52237 33,74208 20,6524 NO_STEERING
19,20446 48,8934 42,15118 33,58565 21,47244 NO_STEERING
18,89095 48,40742 41,76554 33,40781 22,10811 NO_STEERING
18,47678 47,91262 41,36686 33,21064 22,70274 NO_STEERING
18,07326 47,40985 40,95639 32,99603 23,00527 NO_STEERING
17,67934 46,89988 40,5353 32,76569 23,17764 NO_STEERING
17,29407 46,38341 40,10461 32,52117 23,3292 NO_STEERING
17,29407 46,38341 40,10461 32,52117 23,3292 NO_STEERING
16,9166 45,86107 39,66527 32,26385 23,46199 NO_STEERING
16,54617 45,33344 39,21812 31,99496 23,57784 NO_STEERING
16,18212 44,80104 38,76392 31,71568 23,62766 NO_STEERING
15,82379 44,26434 38,30338 31,42701 23,55902 NO_STEERING
15,47063 43,72375 37,8371 31,12986 23,4807 NO_STEERING
15,15823 43,17965 37,36566 30,80111 23,39366 NO_STEERING
14,88333 42,63239 36,88955 30,44661 23,29875 NO_STEERING
14,61391 42,08228 36,40924 30,087 23,19675 NO_STEERING
14,61391 42,08228 36,40924 30,087 23,19675 NO_STEERING
14,3494 41,52961 35,92514 29,72278 23,08837 NO_STEERING
14,3494 41,52961 35,92514 29,72278 23,08837 NO_STEERING
13,83332 40,41753 34,94702 28,98224 22,82476 NO_STEERING
13,58091 39,85857 34,45363 28,6067 22,61465 NO_STEERING
13,41372 39,20139 33,95775 28,22812 22,40104 NO_STEERING
13,25602 38,64073 33,4596 27,84678 22,18428 NO_STEERING
13,10189 38,07877 32,95942 27,46295 21,96469 NO_STEERING
12,95101 37,51555 32,4574 27,07689 21,74253 NO_STEERING
12,8348 37,034 31,95373 26,68882 21,51807 NO_STEERING
12,847 36,45623 31,44856 26,29892 21,29152 NO_STEERING
12,86262 35,8774 30,94205 25,90737 21,0631 NO_STEERING
12,88131 35,29761 30,43432 25,51435 20,83298 NO_STEERING
13,23147 34,71696 29,9255 25,12001 20,60135 NO_STEERING
13,61735 34,13553 29,4157 24,72446 20,32597 NO_STEERING
13,61735 34,13553 29,4157 24,72446 20,32597 NO_STEERING
65,45277 33,55341 28,90501 24,32782 20,03501 NO_STEERING
65,1355 32,97065 28,39351 23,93021 19,74308 NO_STEERING
64,81886 32,38732 27,8813 23,53172 19,4503 NO_STEERING
64,50279 31,80348 27,36844 23,13244 19,15676 NO_STEERING
64,18725 31,21917 26,85498 22,72536 18,8625 NO_STEERING
63,87217 30,63444 26,341 22,30004 18,56762 NO_STEERING
63,55751 30,04935 25,82655 21,87423 18,27218 NO_STEERING
63,55751 30,04935 25,82655 21,87423 18,27218 NO_STEERING
63,24324 29,46391 25,31166 21,44797 17,97622 NO_STEERING
36,23108 28,29217 24,28077 20,59431 17,38297 NO_STEERING
36,23108 28,29217 24,28077 20,59431 17,38297 NO_STEERING
34,84042 27,70591 23,76483 20,16698 17,08577 NO_STEERING
33,81768 27,11942 23,2486 19,73936 16,78822 NO_STEERING
32,79432 26,53274 22,73213 19,31147 16,45356 NO_STEERING
31,77041 25,94587 22,21542 18,88335 16,11293 NO_STEERING
30,90669 25,35884 21,69851 18,45502 15,77209 NO_STEERING
29,19714 24,18435 20,66414 17,59781 15,08986 STEER_LEFT
55,28569 25,70822 21,95174 18,81953 16,18801 STEER_LEFT
52,4201 26,73474 22,68721 19,42385 16,67945 STEER_LEFT
48,85913 31,52027 23,69949 20,33827 17,5548 STEER_LEFT
48,85913 31,52027 23,69949 20,33827 17,5548 STEER_LEFT
41,69931 50,89736 26,43385 22,21072 19,20453 STEER_LEFT
41,69931 50,89736 26,43385 22,21072 19,20453 STEER_LEFT
7,012344 46,71718 54,28399 23,41315 20,21026 STEER_LEFT
6,237684 43,79374 51,6855 24,0687 20,71733 STEER_LEFT
6,237684 43,79374 51,6855 24,0687 20,71733 STEER_LEFT
4,558849 7,123043 44,66619 52,07074 22,66183 STEER_LEFT
3,987588 5,55364 40,50451 48,81105 24,33439 STEER_LEFT
3,631121 4,79249 36,92954 46,21535 28,41136 NO_STEERING
3,705709 5,090962 36,73211 45,80533 27,50909 NO_STEERING
3,754028 5,348042 36,55698 45,42069 26,92064 NO_STEERING
3,865012 5,870383 36,3467 45,01204 26,46043 NO_STEERING
3,865012 5,870383 36,3467 45,01204 26,46043 NO_STEERING
3,97732 6,523391 36,1091 44,58695 26,09547 NO_STEERING
4,059931 24,47842 35,84469 44,14597 25,82343 NO_STEERING
4,246495 24,74525 35,55554 43,6893 25,63903 NO_STEERING
4,44493 24,79115 35,244 43,21874 26,57969 NO_STEERING
4,662005 24,80552 34,91219 42,73551 49,31092 NO_STEERING
5,111182 24,81801 34,58594 42,25967 48,74098 NO_STEERING
5,681039 24,77856 34,21911 41,75458 48,16337 NO_STEERING
5,681039 24,77856 34,21911 41,75458 48,16337 NO_STEERING
10,94257 24,71592 33,83739 41,24017 47,57832 NO_STEERING
12,86087 24,6324 33,44226 40,71738 46,98655 NO_STEERING
13,92754 24,49614 33,03505 40,18703 46,38872 NO_STEERING
14,60412 24,27206 32,61691 39,64983 45,7854 NO_STEERING
14,90148 24,03644 32,17785 39,10617 45,17654 NO_STEERING
15,18186 23,79024 31,72475 38,55703 44,56342 NO_STEERING
15,18186 23,79024 31,72475 38,55703 44,56342 NO_STEERING
15,44714 23,53455 31,26523 38,00289 43,9463 NO_STEERING
15,71864 23,29113 30,81975 37,46588 43,32479 NO_STEERING
15,71938 23,01904 30,34874 36,90257 42,70024 NO_STEERING
15,712 22,73998 29,87313 36,33575 42,07301 NO_STEERING
15,69738 22,45467 29,3933 35,76567 41,44321 NO_STEERING
15,69738 22,45467 29,3933 35,76567 41,44321 NO_STEERING
15,67626 22,1637 28,90967 35,19265 40,81108 NO_STEERING
15,64966 21,86769 28,42237 34,61663 40,17617 NO_STEERING
15,61766 21,56709 27,93204 34,03833 39,53956 NO_STEERING
15,61766 21,56709 27,93204 34,03833 39,53956 NO_STEERING
15,56876 21,26233 27,43895 33,45786 38,90126 NO_STEERING
15,42287 20,96778 26,96184 32,89572 38,26085 NO_STEERING
15,25995 20,60807 26,46346 32,31095 37,61905 NO_STEERING
15,09419 20,24594 25,96314 31,72474 36,97625 NO_STEERING
14,92595 19,88165 25,46105 31,13719 36,33241 NO_STEERING
14,58305 19,14733 24,45195 29,95821 35,04138 NO_STEERING
14,40879 18,77766 23,94529 29,36706 34,39448 NO_STEERING
14,23287 18,40656 23,43744 28,77502 33,74689 NO_STEERING
14,23287 18,40656 23,43744 28,77502 33,74689 NO_STEERING
14,04545 18,02312 22,91618 28,1686 33,09881 NO_STEERING
13,83461 17,69023 22,46788 27,64884 32,55352 NO_STEERING
13,60311 17,3518 22,0115 27,11957 31,99471 NO_STEERING
13,37623 17,01654 21,55518 26,58842 31,42375 NO_STEERING
13,15527 16,68602 21,10064 26,0571 30,84184 STEER_RIGHT
14,84658 18,59263 23,16255 28,09194 33,08822 STEER_RIGHT
15,70843 19,70691 24,1943 28,84874 34,58496 STEER_RIGHT
16,49809 20,38425 24,94557 29,47492 35,92592 STEER_RIGHT
16,49809 20,38425 24,94557 29,47492 35,92592 STEER_RIGHT
19,21782 23,44975 27,83821 33,29545 43,04066 STEER_RIGHT
20,52014 24,75653 29,10593 35,71066 12,06468 STEER_RIGHT
21,82673 26,17405 30,77398 38,93742 9,841311 STEER_RIGHT
22,54425 26,54805 31,76317 41,08149 9,072667 STEER_RIGHT
22,54425 26,54805 31,76317 41,08149 9,072667 STEER_RIGHT
24,88953 29,09526 36,359 10,27646 7,417181 STEER_RIGHT
25,15464 29,76237 37,84443 9,340963 7,009358 STEER_RIGHT
26,35312 31,96896 42,25814 7,858142 6,32361 STEER_RIGHT
26,35312 31,96896 42,25814 7,858142 6,32361 STEER_RIGHT
29,13927 37,04204 8,644946 6,364724 5,482919 STEER_RIGHT
29,89441 38,70261 7,818342 5,947486 5,175075 STEER_RIGHT
32,69373 44,3745 6,452543 5,250117 4,662927 STEER_RIGHT
32,69373 44,3745 6,452543 5,250117 4,662927 STEER_RIGHT
38,0578 6,888472 5,23421 4,520698 4,11131 STEER_RIGHT
9,33917 5,585794 4,513674 4,00632 3,713172 NO_STEERING
42,40066 5,082925 4,075119 3,554493 3,285055 NO_STEERING
41,85873 4,817912 3,82484 3,292165 3,042612 NO_STEERING
41,3596 4,515617 3,545592 3,035899 2,780118 NO_STEERING
40,899 4,171344 3,240265 2,774464 2,499574 STEER_LEFT
31,77373 5,7507 3,49492 2,708684 2,359822 STEER_LEFT
31,77373 5,7507 3,49492 2,708684 2,359822 STEER_LEFT
26,40646 34,55507 4,901771 3,236629 2,589417 STEER_LEFT
23,13291 28,93664 40,26082 3,593801 2,560521 STEER_LEFT
20,7799 25,06986 32,84971 7,310454 3,108671 STEER_LEFT
19,17656 22,56627 28,46214 40,18111 3,968852 STEER_LEFT
18,0473 20,87228 25,6705 34,70252 7,558285 STEER_LEFT
16,47814 18,52575 21,91482 27,85743 39,88484 STEER_LEFT
15,74236 17,49403 20,38112 25,33131 34,85636 STEER_LEFT
14,18402 15,39123 17,32194 20,51942 26,13858 NO_STEERING
13,97342 15,09087 16,98391 20,11899 25,62849 NO_STEERING
100 14,78622 16,64452 19,72243 24,51035 STEER_RIGHT
14,2002 15,88588 18,66934 23,50119 31,23435 STEER_RIGHT
14,60244 16,65122 20,07838 26,28764 39,80777 STEER_RIGHT
